422732.47,4807219.43,1755.59
422732.47,4807219.43,1755.59
422732.57,4807219.13,1755.59
422732.57,4807219.53,1755.59
421085.75,4806007.67,1679.78
421085.65,4806007.57,1679.78
421085.55,4806007.47,1679.78
421085.75,4806007.27,1679.78
422732.37,4807219.33,1755.59
420390.21,4805716.32,1605.38
421100.95,4806014.46,1687.08
420390.31,4805716.42,1605.38
420390.21,4805716.32,1605.38
421101.05,4806014.56,1687.08
421101.05,4806014.56,1687.08
421101.15,4806014.26,1687.08
421101.15,4806014.66,1687.08
421085.65,4806007.57,1679.78
421083.06,4806024.44,1678.75
421083.06,4806024.84,1678.75
422733.45,4807218.33,1755.76
421082.86,4806024.64,1678.75
420390.25,4805714.0,1605.57
420390.45,4805713.8,1605.57
421082.96,4806024.74,1678.75
421082.96,4806024.74,1678.75
422733.45,4807218.33,1755.76
420390.28,4805715.64,1605.47
420390.18,4805715.54,1605.47
420390.08,4805715.44,1605.47
420390.28,4805715.24,1605.47
422733.55,4807218.03,1755.76
422733.55,4807218.43,1755.76
420390.18,4805715.54,1605.47
422733.35,4807218.23,1755.76
420390.31,4805716.02,1605.38
420390.75,4805719.56,1605.49
420390.65,4805719.46,1605.49
420390.55,4805719.36,1605.49
420390.75,4805719.16,1605.49
422730.98,4807220.32,1755.2
422730.98,4807220.72,1755.2
420390.65,4805719.46,1605.49
422730.78,4807220.52,1755.2
421109.51,4806062.36,1684.66
422729.77,4807219.65,1755.06
422729.77,4807219.65,1755.06
422729.87,4807219.35,1755.06
422729.87,4807219.75,1755.06
421109.61,4806062.46,1684.66
421109.51,4806062.36,1684.66
421109.41,4806062.26,1684.66
421109.61,4806062.06,1684.66
422730.88,4807220.62,1755.2
422731.41,4807220.43,1755.47
422731.61,4807220.23,1755.47
421101.29,4806034.53,1685.03
421101.29,4806034.53,1685.03
422731.51,4807220.53,1755.47
420390.11,4805716.22,1605.38
422731.61,4807220.63,1755.47
422731.51,4807220.53,1755.47
421101.39,4806034.63,1685.03
420390.26,4805717.56,1605.18
420390.26,4805717.96,1605.18
422730.88,4807220.62,1755.2
420390.06,4805717.76,1605.18
421101.19,4806034.43,1685.03
421101.39,4806034.23,1685.03
420390.16,4805717.86,1605.18
420390.16,4805717.86,1605.18
421065.41,4806029.97,1677.26
422737.6,4807212.59,1757.95
421065.51,4806030.07,1677.26
421065.41,4806029.97,1677.26
422737.7,4807212.69,1757.95
422737.7,4807212.69,1757.95
422737.8,4807212.39,1757.95
422737.8,4807212.79,1757.95
421065.51,4806029.67,1677.26
420390.81,4805709.73,1605.89
420391.01,4805709.53,1605.89
422737.22,4807213.67,1757.54
422737.22,4807213.67,1757.54
420390.91,4805709.83,1605.89
421065.31,4806029.87,1677.26
420391.01,4805709.93,1605.89
420390.91,4805709.83,1605.89
420391.05,4805708.43,1605.97
422737.78,4807211.45,1758.17
422737.68,4807211.35,1758.17
422737.58,4807211.25,1758.17
422737.78,4807211.05,1758.17
420391.43,4805706.82,1605.99
420391.43,4805707.22,1605.99
422737.68,4807211.35,1758.17
420391.23,4805707.02,1605.99
421077.62,4806019.45,1676.41
420391.15,4805708.53,1605.97
420391.15,4805708.53,1605.97
420391.25,4805708.23,1605.97
420391.25,4805708.63,1605.97
421077.72,4806019.55,1676.41
421077.62,4806019.45,1676.41
421077.52,4806019.35,1676.41
421077.72,4806019.15,1676.41
422737.32,4807213.77,1757.54
421082.84,4806045.54,1676.98
421082.84,4806045.54,1676.98
421082.94,4806045.24,1676.98
421082.94,4806045.64,1676.98
420390.63,4805712.63,1605.69
420390.53,4805712.53,1605.69
420390.43,4805712.43,1605.69
420390.63,4805712.23,1605.69
421082.74,4806045.44,1676.98
420390.35,4805714.1,1605.57
422735.53,4807215.36,1756.59
420390.45,4805714.2,1605.57
420390.35,4805714.1,1605.57
422735.63,4807215.46,1756.59
422735.63,4807215.46,1756.59
422735.73,4807215.16,1756.59
422735.73,4807215.56,1756.59
420390.53,4805712.53,1605.69
420390.96,4805710.86,1605.79
420390.96,4805711.26,1605.79
421078.84,4806044.94,1675.18
420390.76,4805711.06,1605.79
422737.12,4807213.57,1757.54
422737.32,4807213.37,1757.54
420390.86,4805711.16,1605.79
420390.86,4805711.16,1605.79
421078.84,4806044.94,1675.18
422736.56,4807214.68,1757.27
422736.46,4807214.58,1757.27
422736.36,4807214.48,1757.27
422736.56,4807214.28,1757.27
421078.94,4806044.64,1675.18
421078.94,4806045.04,1675.18
422736.46,4807214.58,1757.27
421078.74,4806044.84,1675.18
422729.67,4807219.55,1755.06
420392.69,4805715.03,1606.62
420392.89,4805714.83,1606.62
421150.33,4806089.24,1700.52
421150.33,4806089.24,1700.52
420392.79,4805715.13,1606.62
422726.86,4807212.48,1755.31
420392.89,4805715.23,1606.62
420392.79,4805715.13,1606.62
421150.43,4806089.34,1700.52
422727.84,4807211.09,1755.66
422727.84,4807211.49,1755.66
420392.9,4805713.93,1606.7
422727.64,4807211.29,1755.66
421150.23,4806089.14,1700.52
421150.43,4806088.94,1700.52
422727.74,4807211.39,1755.66
422727.74,4807211.39,1755.66
422727.06,4807212.28,1755.31
420392.68,4805716.34,1606.53
420392.68,4805716.34,1606.53
420392.78,4805716.04,1606.53
420392.78,4805716.44,1606.53
422727.38,4807214.25,1755.23
422727.28,4807214.15,1755.23
422727.18,4807214.05,1755.23
422727.38,4807213.85,1755.23
420392.58,4805716.24,1606.53
422726.96,4807212.58,1755.31
421147.62,4806072.51,1700.4
422727.06,4807212.68,1755.31
422726.96,4807212.58,1755.31
421147.72,4806072.61,1700.4
421147.72,4806072.61,1700.4
421147.82,4806072.31,1700.4
421147.82,4806072.71,1700.4
420392.9,4805713.93,1606.7
422725.38,4807210.65,1755.2
421172.63,4806075.01,1707.5
422725.48,4807210.75,1755.2
422725.38,4807210.65,1755.2
421172.73,4806075.11,1707.5
421172.73,4806075.11,1707.5
421172.83,4806074.81,1707.5
421172.83,4806075.21,1707.5
422725.48,4807210.35,1755.2
421172.75,4806064.5,1708.76
421172.95,4806064.3,1708.76
420392.74,4805710.78,1606.68
420392.74,4805710.78,1606.68
421172.85,4806064.6,1708.76
422725.28,4807210.55,1755.2
421172.95,4806064.7,1708.76
421172.85,4806064.6,1708.76
420392.62,4805712.22,1606.7
421163.9,4806093.14,1706.8
421163.8,4806093.04,1706.8
421163.7,4806092.94,1706.8
421163.9,4806092.74,1706.8
420393.0,4805713.63,1606.7
420393.0,4805714.03,1606.7
421163.8,4806093.04,1706.8
420392.8,4805713.83,1606.7
422726.62,4807210.11,1755.6
420392.72,4805712.32,1606.7
420392.72,4805712.32,1606.7
420392.82,4805712.02,1606.7
420392.82,4805712.42,1606.7
422726.72,4807210.21,1755.6
422726.62,4807210.11,1755.6
422726.52,4807210.01,1755.6
422726.72,4807209.81,1755.6
421123.99,4806043.48,1693.76
421123.99,4806043.88,1693.76
422729.47,4807216.65,1755.32
421123.79,4806043.68,1693.76
420391.83,4805721.24,1606.07
420392.03,4805721.04,1606.07
421123.89,4806043.78,1693.76
421123.89,4806043.78,1693.76
422729.47,4807216.65,1755.32
420392.29,4805720.52,1606.12
420392.19,4805720.42,1606.12
420392.09,4805720.32,1606.12
420392.29,4805720.12,1606.12
422729.57,4807216.35,1755.32
422729.57,4807216.75,1755.32
420392.19,4805720.42,1606.12
422729.37,4807216.55,1755.32
420392.03,4805721.44,1606.07
421125.79,4806064.29,1692.4
420390.58,4805721.32,1605.5
421125.89,4806064.39,1692.4
421125.79,4806064.29,1692.4
420390.68,4805721.42,1605.5
420390.68,4805721.42,1605.5
420390.78,4805721.12,1605.5
420390.78,4805721.52,1605.5
421125.89,4806063.99,1692.4
422729.26,4807217.75,1755.25
422729.46,4807217.55,1755.25
420391.93,4805721.34,1606.07
420391.93,4805721.34,1606.07
422729.36,4807217.85,1755.25
421125.69,4806064.19,1692.4
422729.46,4807217.95,1755.25
422729.36,4807217.85,1755.25
421123.69,4806041.86,1695.91
422728.9,4807214.23,1755.49
422729.1,4807214.03,1755.49
421140.14,4806034.94,1702.46
421140.14,4806034.94,1702.46
422729.0,4807214.33,1755.49
420392.12,4805718.71,1606.22
422729.1,4807214.43,1755.49
422729.0,4807214.33,1755.49
421140.24,4806035.04,1702.46
420392.36,4805717.2,1606.26
420392.36,4805717.6,1606.26
422727.28,4807214.15,1755.23
420392.16,4805717.4,1606.26
421140.04,4806034.84,1702.46
421140.24,4806034.64,1702.46
420392.26,4805717.5,1606.26
420392.26,4805717.5,1606.26
420392.32,4805718.51,1606.22
422730.11,4807215.45,1755.43
422730.11,4807215.45,1755.43
422730.21,4807215.15,1755.43
422730.21,4807215.55,1755.43
421123.79,4806041.96,1695.91
421123.69,4806041.86,1695.91
421123.59,4806041.76,1695.91
421123.79,4806041.56,1695.91
422730.01,4807215.35,1755.43
420392.22,4805718.81,1606.22
421120.23,4806027.13,1695.63
420392.32,4805718.91,1606.22
420392.22,4805718.81,1606.22
421120.33,4806027.23,1695.63
421120.33,4806027.23,1695.63
421120.43,4806026.93,1695.63
421120.43,4806027.33,1695.63
422735.36,4807197.28,1759.21
422735.36,4807197.28,1759.21
422735.46,4807196.98,1759.21
422735.46,4807197.38,1759.21
420995.1,4806000.15,1673.0
420995.0,4806000.05,1673.0
420994.9,4805999.95,1673.0
420995.1,4805999.75,1673.0
422735.26,4807197.18,1759.21
421010.98,4806006.1,1669.27
420388.89,4805702.77,1605.02
