29,18,43.515,-1,44,30.348,1721.905,AP34 (Existing Tower)
29,18,32.914,-1,44,27.239,1726.285,AP7
29,17,54.417,-1,44,56.483,1841.362,AP6
29,17,49.044,-1,45,2.201,1794.07,AP5
29,17,33.292,-1,45,10.844,1763.244,AP4
29,17,11.089,-1,45,23.873,1711.125,AP3
29,16,43.026,-1,45,31.195,1512.225,AP2
29,16,39.401,-1,45,32.067,1497.069,AP1
