Position X,Position Y,Position Z
419840.000,4805510.000,1513.732
419840.000,4805500.000,1517.315
419840.303,4805359.697,1586.084
419841.468,4805360.000,1586.128
419845.646,4805774.354,1478.329
419848.241,4805361.759,1586.513
419850.000,4805650.000,1483.467
419850.000,4805640.000,1484.561
419850.000,4805660.000,1483.055
419850.000,4805680.000,1482.975
419850.000,4805670.000,1483.151
419850.000,4805600.000,1491.099
419850.000,4805590.000,1492.397
419850.000,4805610.000,1489.337
419850.000,4805630.000,1486.117
419850.000,4805620.000,1487.600
419850.000,4805690.000,1482.568
419850.000,4805760.000,1482.962
419850.000,4805750.000,1483.433
419850.000,4805770.000,1481.307
419850.000,4805775.485,1480.598
419850.000,4805362.216,1586.391
419850.000,4805710.000,1482.315
419850.000,4805700.000,1483.214
419850.000,4805720.000,1480.532
419850.000,4805740.000,1482.772
419850.000,4805730.000,1480.715
419850.000,4805580.000,1494.107
419850.000,4805430.000,1549.300
419850.000,4805420.000,1554.987
419850.000,4805440.000,1543.800
419850.000,4805460.000,1532.066
419850.000,4805450.000,1536.646
419850.000,4805380.000,1577.941
419850.000,4805370.000,1582.518
419850.000,4805390.000,1570.425
419850.000,4805410.000,1559.595
419850.000,4805400.000,1565.332
419850.000,4805470.000,1532.316
419850.000,4805540.000,1505.807
419850.000,4805530.000,1510.320
419850.000,4805550.000,1500.761
419850.000,4805570.000,1495.300
419850.000,4805560.000,1497.523
419850.000,4805490.000,1527.167
419850.000,4805480.000,1530.003
419850.000,4805500.000,1523.415
419850.000,4805520.000,1514.775
419850.000,4805510.000,1519.893
419853.585,4805776.415,1482.926
419856.179,4805363.821,1586.231
419860.000,4805650.000,1486.816
419860.000,4805640.000,1486.998
419860.000,4805660.000,1487.031
419860.000,4805680.000,1486.951
419860.000,4805670.000,1487.165
419860.000,4805600.000,1493.141
419860.000,4805590.000,1494.805
419860.000,4805610.000,1491.500
419860.000,4805630.000,1488.307
419860.000,4805620.000,1489.849
419860.000,4805690.000,1486.680
419860.000,4805760.000,1488.777
419860.000,4805750.000,1489.014
419860.000,4805770.000,1488.138
419860.000,4805778.082,1487.315
419860.000,4805364.813,1586.153
419860.000,4805710.000,1486.633
419860.000,4805700.000,1486.922
419860.000,4805720.000,1486.308
419860.000,4805740.000,1488.113
419860.000,4805730.000,1486.957
419860.000,4805580.000,1496.829
419860.000,4805430.000,1550.139
419860.000,4805420.000,1554.764
419860.000,4805440.000,1541.618
419860.000,4805460.000,1538.034
419860.000,4805450.000,1536.678
419860.000,4805380.000,1577.193
419860.000,4805370.000,1583.594
419860.000,4805390.000,1569.493
419860.000,4805410.000,1559.805
419860.000,4805400.000,1564.235
419860.000,4805470.000,1535.979
419860.000,4805540.000,1510.636
419860.000,4805530.000,1514.438
419860.000,4805550.000,1504.467
419860.000,4805570.000,1498.604
419860.000,4805560.000,1501.196
419860.000,4805490.000,1529.540
419860.000,4805480.000,1532.982
419860.000,4805500.000,1526.110
419860.000,4805520.000,1518.034
419860.000,4805510.000,1522.251
419861.523,4805778.477,1488.263
419864.118,4805365.882,1585.761
419867.387,4805780.000,1491.812
419869.461,4805780.539,1493.104
419870.000,4805660.000,1491.009
419870.000,4805650.000,1490.123
419870.000,4805670.000,1491.537
419870.000,4805690.000,1491.589
419870.000,4805680.000,1491.633
419870.000,4805640.000,1489.495
419870.000,4805600.000,1496.240
419870.000,4805590.000,1498.211
419870.000,4805610.000,1493.746
419870.000,4805630.000,1490.726
419870.000,4805620.000,1492.043
419870.000,4805770.000,1494.625
419870.000,4805760.000,1495.198
419870.000,4805780.000,1493.472
419870.000,4805780.679,1493.409
419870.000,4805367.410,1585.882
419870.000,4805750.000,1495.297
419870.000,4805710.000,1492.013
419870.000,4805700.000,1491.870
419870.000,4805720.000,1492.373
419870.000,4805740.000,1494.613
419870.000,4805730.000,1493.571
419870.000,4805440.000,1547.964
419870.000,4805430.000,1547.649
419870.000,4805450.000,1545.589
419870.000,4805470.000,1539.310
419870.000,4805460.000,1542.582
419870.000,4805420.000,1552.152
419870.000,4805380.000,1577.787
419870.000,4805370.000,1584.842
419870.000,4805390.000,1573.823
419870.000,4805410.000,1560.435
419870.000,4805400.000,1568.461
419870.000,4805550.000,1507.204
419870.000,4805540.000,1511.948
419870.000,4805560.000,1504.282
419870.000,4805580.000,1500.055
419870.000,4805570.000,1501.766
419870.000,4805530.000,1516.042
419870.000,4805490.000,1533.034
419870.000,4805480.000,1536.369
419870.000,4805500.000,1528.485
419870.000,4805520.000,1520.165
419870.000,4805510.000,1524.133
419872.056,4805367.944,1585.946
419877.400,4805782.600,1497.399
419879.974,4805370.000,1586.057
419879.995,4805370.005,1586.056
419880.000,4805660.000,1495.680
419880.000,4805650.000,1494.440
419880.000,4805670.000,1496.732
419880.000,4805690.000,1497.554
419880.000,4805680.000,1497.459
419880.000,4805610.000,1495.409
419880.000,4805600.000,1498.852
419880.000,4805620.000,1494.347
419880.000,4805640.000,1492.714
419880.000,4805630.000,1493.235
419880.000,4805700.000,1498.235
419880.000,4805770.000,1500.581
419880.000,4805760.000,1501.651
419880.000,4805780.000,1499.108
419880.000,4805783.276,1498.560
419880.000,4805370.007,1586.056
419880.000,4805720.000,1499.995
419880.000,4805710.000,1498.797
419880.000,4805730.000,1500.940
419880.000,4805750.000,1501.959
419880.000,4805740.000,1501.618
419880.000,4805590.000,1501.440
419880.000,4805440.000,1552.537
419880.000,4805430.000,1550.878
419880.000,4805450.000,1550.003
419880.000,4805470.000,1542.948
419880.000,4805460.000,1545.974
419880.000,4805390.000,1576.389
419880.000,4805380.000,1580.300
419880.000,4805400.000,1568.209
419880.000,4805420.000,1552.493
419880.000,4805410.000,1560.738
419880.000,4805480.000,1539.550
419880.000,4805550.000,1510.685
419880.000,4805540.000,1514.133
419880.000,4805560.000,1506.575
419880.000,4805580.000,1503.378
419880.000,4805570.000,1504.305
419880.000,4805500.000,1532.133
419880.000,4805490.000,1536.504
419880.000,4805510.000,1526.826
419880.000,4805530.000,1517.813
419880.000,4805520.000,1522.720
419884.425,4805784.425,1500.359
419887.933,4805372.067,1585.198
419890.000,4805660.000,1500.542
419890.000,4805650.000,1498.727
419890.000,4805670.000,1501.857
419890.000,4805690.000,1503.363
419890.000,4805680.000,1503.087
419890.000,4805610.000,1499.811
419890.000,4805600.000,1501.433
419890.000,4805620.000,1497.573
419890.000,4805640.000,1496.131
419890.000,4805630.000,1495.704
419890.000,4805700.000,1504.157
419890.000,4805770.000,1506.480
419890.000,4805760.000,1508.222
419890.000,4805780.000,1504.576
419890.000,4805785.873,1503.026
419890.000,4805372.604,1585.601
419890.000,4805720.000,1507.329
419890.000,4805710.000,1505.019
419890.000,4805730.000,1508.357
419890.000,4805750.000,1508.602
419890.000,4805740.000,1508.714
419890.000,4805590.000,1503.542
419890.000,4805440.000,1557.732
419890.000,4805430.000,1559.636
419890.000,4805450.000,1554.102
419890.000,4805470.000,1546.724
419890.000,4805460.000,1550.292
419890.000,4805390.000,1578.748
419890.000,4805380.000,1583.123
419890.000,4805400.000,1566.821
419890.000,4805420.000,1557.902
419890.000,4805410.000,1559.214
419890.000,4805480.000,1542.919
419890.000,4805550.000,1514.503
419890.000,4805540.000,1517.034
419890.000,4805560.000,1511.750
419890.000,4805580.000,1504.532
419890.000,4805570.000,1507.623
419890.000,4805500.000,1535.120
419890.000,4805490.000,1538.956
419890.000,4805510.000,1529.685
419890.000,4805530.000,1520.477
419890.000,4805520.000,1525.589
419893.277,4805786.723,1503.903
419895.871,4805374.129,1582.333
419900.000,4805660.000,1505.272
419900.000,4805650.000,1503.498
419900.000,4805670.000,1506.433
419900.000,4805690.000,1507.789
419900.000,4805680.000,1507.551
419900.000,4805610.000,1501.912
419900.000,4805600.000,1503.060
419900.000,4805620.000,1502.014
419900.000,4805640.000,1501.323
419900.000,4805630.000,1501.672
419900.000,4805700.000,1508.889
419900.000,4805770.000,1511.495
419900.000,4805760.000,1513.607
419900.000,4805780.000,1507.938
419900.000,4805788.470,1505.135
419900.000,4805375.201,1580.936
419900.000,4805720.000,1513.659
419900.000,4805710.000,1510.587
419900.000,4805730.000,1515.224
419900.000,4805750.000,1513.904
419900.000,4805740.000,1515.412
419900.000,4805590.000,1504.042
419900.000,4805440.000,1563.026
419900.000,4805430.000,1565.764
419900.000,4805450.000,1558.627
419900.000,4805470.000,1549.745
419900.000,4805460.000,1553.988
419900.000,4805390.000,1573.474
419900.000,4805380.000,1580.159
419900.000,4805400.000,1569.507
419900.000,4805420.000,1568.360
419900.000,4805410.000,1569.144
419900.000,4805480.000,1545.514
419900.000,4805550.000,1516.644
419900.000,4805540.000,1520.217
419900.000,4805560.000,1514.628
419900.000,4805580.000,1506.570
419900.000,4805570.000,1512.290
419900.000,4805500.000,1536.810
419900.000,4805490.000,1541.503
419900.000,4805510.000,1533.040
419900.000,4805530.000,1524.078
419900.000,4805520.000,1528.376
419901.215,4805788.785,1505.356
419903.810,4805376.190,1585.434
419905.893,4805790.000,1506.739
419909.153,4805790.847,1507.667
419910.000,4805670.000,1512.404
419910.000,4805660.000,1509.895
419910.000,4805680.000,1514.430
419910.000,4805700.000,1516.412
419910.000,4805690.000,1515.013
419910.000,4805650.000,1506.501
419910.000,4805610.000,1504.065
419910.000,4805600.000,1505.300
419910.000,4805620.000,1503.615
419910.000,4805640.000,1504.446
419910.000,4805630.000,1504.034
419910.000,4805780.000,1510.623
419910.000,4805770.000,1514.154
419910.000,4805790.000,1508.210
419910.000,4805791.067,1507.712
419910.000,4805377.798,1591.332
419910.000,4805760.000,1517.891
419910.000,4805720.000,1518.306
419910.000,4805710.000,1517.409
419910.000,4805730.000,1518.819
419910.000,4805750.000,1518.785
419910.000,4805740.000,1519.110
419910.000,4805450.000,1562.307
419910.000,4805440.000,1566.932
419910.000,4805460.000,1557.441
419910.000,4805480.000,1548.461
419910.000,4805470.000,1552.824
419910.000,4805430.000,1570.094
419910.000,4805390.000,1585.854
419910.000,4805380.000,1590.578
419910.000,4805400.000,1582.313
419910.000,4805420.000,1573.415
419910.000,4805410.000,1578.454
419910.000,4805560.000,1515.513
419910.000,4805550.000,1519.532
419910.000,4805570.000,1513.733
419910.000,4805590.000,1508.391
419910.000,4805580.000,1511.803
419910.000,4805540.000,1522.857
419910.000,4805500.000,1539.777
419910.000,4805490.000,1543.927
419910.000,4805510.000,1535.302
419910.000,4805530.000,1526.844
419910.000,4805520.000,1531.568
419911.748,4805378.252,1592.352
419917.092,4805792.908,1506.047
419918.480,4805380.000,1595.423
419919.687,4805380.313,1595.965
419920.000,4805670.000,1515.753
419920.000,4805660.000,1514.001
419920.000,4805680.000,1517.045
419920.000,4805700.000,1519.446
419920.000,4805690.000,1518.157
419920.000,4805620.000,1506.594
419920.000,4805610.000,1508.131
419920.000,4805630.000,1506.701
419920.000,4805650.000,1510.253
419920.000,4805640.000,1507.659
419920.000,4805710.000,1520.461
419920.000,4805780.000,1511.024
419920.000,4805770.000,1515.763
419920.000,4805790.000,1507.076
419920.000,4805793.664,1505.745
419920.000,4805380.395,1596.099
419920.000,4805730.000,1521.378
419920.000,4805720.000,1521.430
419920.000,4805740.000,1520.795
419920.000,4805760.000,1518.742
419920.000,4805750.000,1519.956
419920.000,4805600.000,1510.782
419920.000,4805450.000,1565.823
419920.000,4805440.000,1569.808
419920.000,4805460.000,1561.654
419920.000,4805480.000,1551.534
419920.000,4805470.000,1556.826
419920.000,4805400.000,1586.620
419920.000,4805390.000,1591.393
419920.000,4805410.000,1581.896
419920.000,4805430.000,1574.393
419920.000,4805420.000,1578.263
419920.000,4805490.000,1546.243
419920.000,4805560.000,1518.237
419920.000,4805550.000,1521.961
419920.000,4805570.000,1515.893
419920.000,4805590.000,1512.865
419920.000,4805580.000,1514.035
419920.000,4805510.000,1537.811
419920.000,4805500.000,1543.014
419920.000,4805520.000,1532.456
419920.000,4805540.000,1525.813
419920.000,4805530.000,1528.597
419925.030,4805794.970,1505.747
419927.625,4805382.375,1600.603
419930.000,4805670.000,1518.118
419930.000,4805660.000,1517.266
419930.000,4805680.000,1519.943
419930.000,4805700.000,1522.610
419930.000,4805690.000,1521.277
419930.000,4805620.000,1511.654
419930.000,4805610.000,1512.573
419930.000,4805630.000,1511.805
419930.000,4805650.000,1515.643
419930.000,4805640.000,1513.722
419930.000,4805710.000,1523.172
419930.000,4805780.000,1512.390
419930.000,4805770.000,1516.558
419930.000,4805790.000,1508.024
419930.000,4805796.261,1505.192
419930.000,4805382.992,1601.230
419930.000,4805730.000,1523.131
419930.000,4805720.000,1523.587
419930.000,4805740.000,1522.251
419930.000,4805760.000,1519.284
419930.000,4805750.000,1520.914
419930.000,4805600.000,1513.394
419930.000,4805450.000,1568.735
419930.000,4805440.000,1573.412
419930.000,4805460.000,1564.844
419930.000,4805480.000,1553.828
419930.000,4805470.000,1560.227
419930.000,4805400.000,1589.584
419930.000,4805390.000,1595.978
419930.000,4805410.000,1586.906
419930.000,4805430.000,1579.375
419930.000,4805420.000,1584.427
419930.000,4805490.000,1548.324
419930.000,4805560.000,1521.282
419930.000,4805550.000,1523.925
419930.000,4805570.000,1519.485
419930.000,4805590.000,1514.935
419930.000,4805580.000,1517.143
419930.000,4805510.000,1538.847
419930.000,4805500.000,1543.678
419930.000,4805520.000,1534.196
419930.000,4805540.000,1529.139
419930.000,4805530.000,1530.948
419932.969,4805797.031,1505.025
419935.563,4805384.437,1600.918
419940.000,4805670.000,1521.201
419940.000,4805660.000,1520.595
419940.000,4805680.000,1522.618
419940.000,4805700.000,1525.037
419940.000,4805690.000,1523.906
419940.000,4805620.000,1514.946
419940.000,4805610.000,1514.946
419940.000,4805630.000,1515.751
419940.000,4805650.000,1518.240
419940.000,4805640.000,1516.365
419940.000,4805710.000,1525.579
419940.000,4805780.000,1512.667
419940.000,4805770.000,1516.753
419940.000,4805790.000,1508.638
419940.000,4805798.858,1504.542
419940.000,4805385.589,1601.386
419940.000,4805730.000,1524.771
419940.000,4805720.000,1525.543
419940.000,4805740.000,1523.607
419940.000,4805760.000,1520.639
419940.000,4805750.000,1522.016
419940.000,4805600.000,1516.214
419940.000,4805450.000,1570.459
419940.000,4805440.000,1576.053
419940.000,4805460.000,1566.625
419940.000,4805480.000,1554.964
419940.000,4805470.000,1561.865
419940.000,4805400.000,1594.922
419940.000,4805390.000,1598.646
419940.000,4805410.000,1591.685
419940.000,4805430.000,1582.763
419940.000,4805420.000,1587.685
419940.000,4805490.000,1548.985
419940.000,4805560.000,1524.912
419940.000,4805550.000,1526.582
419940.000,4805570.000,1522.381
419940.000,4805590.000,1518.113
419940.000,4805580.000,1520.294
419940.000,4805510.000,1539.995
419940.000,4805500.000,1544.128
419940.000,4805520.000,1537.300
419940.000,4805540.000,1530.406
419940.000,4805530.000,1533.383
419940.907,4805799.093,1504.511
419943.502,4805386.498,1602.595
419944.399,4805800.000,1504.112
419948.845,4805801.155,1503.680
419950.000,4805680.000,1525.965
419950.000,4805670.000,1525.404
419950.000,4805690.000,1526.678
419950.000,4805710.000,1528.197
419950.000,4805700.000,1527.748
419950.000,4805660.000,1524.982
419950.000,4805620.000,1518.170
419950.000,4805610.000,1518.847
419950.000,4805630.000,1518.829
419950.000,4805650.000,1522.784
419950.000,4805640.000,1520.336
419950.000,4805790.000,1509.493
419950.000,4805780.000,1513.508
419950.000,4805800.000,1504.237
419950.000,4805801.455,1503.671
419950.000,4805388.186,1604.666
419950.000,4805770.000,1518.566
419950.000,4805730.000,1526.367
419950.000,4805720.000,1527.438
419950.000,4805740.000,1525.573
419950.000,4805760.000,1522.219
419950.000,4805750.000,1524.081
419950.000,4805460.000,1568.821
419950.000,4805450.000,1573.074
419950.000,4805470.000,1563.888
419950.000,4805490.000,1552.003
419950.000,4805480.000,1557.261
419950.000,4805440.000,1578.967
419950.000,4805400.000,1599.615
419950.000,4805390.000,1603.501
419950.000,4805410.000,1595.844
419950.000,4805430.000,1583.940
419950.000,4805420.000,1590.643
419950.000,4805570.000,1525.967
419950.000,4805560.000,1528.222
419950.000,4805580.000,1523.011
419950.000,4805600.000,1520.224
419950.000,4805590.000,1521.001
419950.000,4805550.000,1529.511
419950.000,4805510.000,1543.131
419950.000,4805500.000,1547.461
419950.000,4805520.000,1540.604
419950.000,4805540.000,1533.331
419950.000,4805530.000,1538.957
419951.440,4805388.560,1604.869
419956.784,4805803.216,1503.551
419956.986,4805390.000,1607.921
419959.379,4805390.621,1609.193
419960.000,4805680.000,1531.014
419960.000,4805670.000,1530.253
419960.000,4805690.000,1531.373
419960.000,4805710.000,1530.203
419960.000,4805700.000,1531.053
419960.000,4805630.000,1523.152
419960.000,4805620.000,1522.639
419960.000,4805640.000,1524.850
419960.000,4805660.000,1528.050
419960.000,4805650.000,1526.487
419960.000,4805720.000,1529.031
419960.000,4805790.000,1510.018
419960.000,4805780.000,1514.321
419960.000,4805800.000,1505.071
419960.000,4805804.052,1503.448
419960.000,4805390.783,1609.375
419960.000,4805740.000,1525.860
419960.000,4805730.000,1526.540
419960.000,4805750.000,1524.318
419960.000,4805770.000,1519.500
419960.000,4805760.000,1521.811
419960.000,4805610.000,1522.821
419960.000,4805460.000,1571.949
419960.000,4805450.000,1577.146
419960.000,4805470.000,1567.276
419960.000,4805490.000,1555.922
419960.000,4805480.000,1561.743
419960.000,4805410.000,1599.157
419960.000,4805400.000,1604.045
419960.000,4805420.000,1593.857
419960.000,4805440.000,1581.423
419960.000,4805430.000,1587.568
419960.000,4805500.000,1551.589
419960.000,4805570.000,1528.711
419960.000,4805560.000,1531.151
419960.000,4805580.000,1526.009
419960.000,4805600.000,1523.634
419960.000,4805590.000,1524.391
419960.000,4805520.000,1543.871
419960.000,4805510.000,1547.542
419960.000,4805530.000,1542.203
419960.000,4805550.000,1533.884
419960.000,4805540.000,1538.315
419964.722,4805805.278,1503.697
419967.317,4805392.683,1611.055
419970.000,4805680.000,1535.516
419970.000,4805670.000,1533.823
419970.000,4805690.000,1534.704
419970.000,4805710.000,1530.906
419970.000,4805700.000,1533.201
419970.000,4805630.000,1529.863
419970.000,4805620.000,1528.399
419970.000,4805640.000,1531.102
419970.000,4805660.000,1531.688
419970.000,4805650.000,1531.217
419970.000,4805720.000,1528.589
419970.000,4805790.000,1510.813
419970.000,4805780.000,1514.651
419970.000,4805800.000,1506.638
419970.000,4805806.649,1503.908
419970.000,4805393.380,1612.478
419970.000,4805740.000,1525.047
419970.000,4805730.000,1526.423
419970.000,4805750.000,1522.047
419970.000,4805770.000,1518.670
419970.000,4805760.000,1520.535
419970.000,4805610.000,1527.402
419970.000,4805460.000,1576.360
419970.000,4805450.000,1580.753
419970.000,4805470.000,1570.511
419970.000,4805490.000,1559.560
419970.000,4805480.000,1565.380
419970.000,4805410.000,1603.996
419970.000,4805400.000,1610.232
419970.000,4805420.000,1597.284
419970.000,4805440.000,1585.172
419970.000,4805430.000,1591.050
419970.000,4805500.000,1555.344
419970.000,4805570.000,1532.282
419970.000,4805560.000,1535.022
419970.000,4805580.000,1529.921
419970.000,4805600.000,1527.737
419970.000,4805590.000,1528.367
419970.000,4805520.000,1547.696
419970.000,4805510.000,1551.339
419970.000,4805530.000,1544.631
419970.000,4805550.000,1537.774
419970.000,4805540.000,1540.600
419972.661,4805807.339,1503.908
419975.255,4805394.745,1614.619
419980.000,4805680.000,1539.339
419980.000,4805670.000,1538.188
419980.000,4805690.000,1537.711
419980.000,4805710.000,1530.342
419980.000,4805700.000,1534.193
419980.000,4805630.000,1534.253
419980.000,4805620.000,1532.871
419980.000,4805640.000,1534.863
419980.000,4805660.000,1537.703
419980.000,4805650.000,1535.393
419980.000,4805720.000,1528.253
419980.000,4805790.000,1511.321
419980.000,4805780.000,1514.354
419980.000,4805800.000,1507.704
419980.000,4805809.246,1504.011
419980.000,4805395.977,1617.690
419980.000,4805740.000,1522.870
419980.000,4805730.000,1526.418
419980.000,4805750.000,1520.387
419980.000,4805770.000,1516.190
419980.000,4805760.000,1518.925
419980.000,4805610.000,1531.857
419980.000,4805460.000,1579.514
419980.000,4805450.000,1583.685
419980.000,4805470.000,1573.375
419980.000,4805490.000,1563.050
419980.000,4805480.000,1567.529
419980.000,4805410.000,1608.514
419980.000,4805400.000,1617.092
419980.000,4805420.000,1601.073
419980.000,4805440.000,1589.006
419980.000,4805430.000,1595.263
419980.000,4805500.000,1559.298
419980.000,4805570.000,1535.964
419980.000,4805560.000,1538.510
419980.000,4805580.000,1534.134
419980.000,4805600.000,1531.967
419980.000,4805590.000,1532.813
419980.000,4805520.000,1551.995
419980.000,4805510.000,1556.003
419980.000,4805530.000,1548.755
419980.000,4805550.000,1541.000
419980.000,4805540.000,1544.298
419980.599,4805809.401,1503.964
419982.905,4805810.000,1503.850
419983.194,4805396.806,1618.727
419988.537,4805811.463,1503.545
419990.000,4805690.000,1538.896
419990.000,4805680.000,1541.558
419990.000,4805700.000,1534.500
419990.000,4805720.000,1527.647
419990.000,4805710.000,1530.396
419990.000,4805670.000,1542.592
419990.000,4805630.000,1537.972
419990.000,4805620.000,1536.151
419990.000,4805640.000,1539.888
419990.000,4805660.000,1542.781
419990.000,4805650.000,1541.631
419990.000,4805800.000,1507.948
419990.000,4805790.000,1511.720
419990.000,4805810.000,1504.193
419990.000,4805811.843,1503.617
419990.000,4805398.574,1617.308
419990.000,4805780.000,1513.128
419990.000,4805740.000,1521.217
419990.000,4805730.000,1524.915
419990.000,4805750.000,1519.236
419990.000,4805770.000,1514.496
419990.000,4805760.000,1515.985
419990.000,4805470.000,1575.691
419990.000,4805460.000,1581.073
419990.000,4805480.000,1570.763
419990.000,4805500.000,1563.253
419990.000,4805490.000,1566.878
419990.000,4805450.000,1586.000
419990.000,4805410.000,1610.537
419990.000,4805400.000,1616.492
419990.000,4805420.000,1603.047
419990.000,4805440.000,1591.826
419990.000,4805430.000,1597.929
419990.000,4805580.000,1538.595
419990.000,4805570.000,1540.206
419990.000,4805590.000,1537.943
419990.000,4805610.000,1536.412
419990.000,4805600.000,1537.258
419990.000,4805560.000,1542.514
419990.000,4805520.000,1555.951
419990.000,4805510.000,1559.621
419990.000,4805530.000,1552.263
419990.000,4805550.000,1545.539
419990.000,4805540.000,1548.657
419991.132,4805398.868,1617.655
419995.492,4805400.000,1618.144
419996.476,4805813.524,1503.292
419999.071,4805400.929,1618.668
420000.000,4805690.000,1539.149
420000.000,4805680.000,1542.933
420000.000,4805700.000,1534.881
420000.000,4805720.000,1525.545
420000.000,4805710.000,1530.360
420000.000,4805640.000,1544.534
420000.000,4805630.000,1542.021
420000.000,4805650.000,1548.063
420000.000,4805670.000,1545.977
420000.000,4805660.000,1548.243
420000.000,4805730.000,1522.097
420000.000,4805800.000,1508.242
420000.000,4805790.000,1510.897
420000.000,4805810.000,1504.503
420000.000,4805814.440,1503.316
420000.000,4805401.171,1618.551
420000.000,4805750.000,1517.450
420000.000,4805740.000,1519.417
420000.000,4805760.000,1514.063
420000.000,4805780.000,1511.732
420000.000,4805770.000,1512.215
420000.000,4805620.000,1541.172
420000.000,4805470.000,1579.255
420000.000,4805460.000,1584.636
420000.000,4805480.000,1575.064
420000.000,4805500.000,1567.198
420000.000,4805490.000,1570.573
420000.000,4805420.000,1605.081
420000.000,4805410.000,1611.391
420000.000,4805430.000,1598.735
420000.000,4805450.000,1588.670
420000.000,4805440.000,1593.628
420000.000,4805510.000,1563.855
420000.000,4805580.000,1542.907
420000.000,4805570.000,1545.805
420000.000,4805590.000,1542.279
420000.000,4805610.000,1542.449
420000.000,4805600.000,1542.433
420000.000,4805530.000,1555.722
420000.000,4805520.000,1559.229
420000.000,4805540.000,1552.300
420000.000,4805560.000,1547.987
420000.000,4805550.000,1549.704
420004.414,4805815.586,1503.360
420007.009,4805402.991,1619.974
420010.000,4805690.000,1539.196
420010.000,4805680.000,1543.326
420010.000,4805700.000,1533.180
420010.000,4805720.000,1523.962
420010.000,4805710.000,1529.159
420010.000,4805640.000,1548.873
420010.000,4805630.000,1547.724
420010.000,4805650.000,1550.725
420010.000,4805670.000,1547.899
420010.000,4805660.000,1550.311
420010.000,4805730.000,1520.417
420010.000,4805800.000,1507.722
420010.000,4805790.000,1508.597
420010.000,4805810.000,1505.297
420010.000,4805817.037,1503.292
420010.000,4805403.768,1620.058
420010.000,4805750.000,1514.844
420010.000,4805740.000,1517.537
420010.000,4805760.000,1511.505
420010.000,4805780.000,1509.214
420010.000,4805770.000,1510.071
420010.000,4805620.000,1547.428
420010.000,4805470.000,1585.224
420010.000,4805460.000,1589.342
420010.000,4805480.000,1579.328
420010.000,4805500.000,1570.712
420010.000,4805490.000,1574.777
420010.000,4805420.000,1608.146
420010.000,4805410.000,1614.139
420010.000,4805430.000,1601.816
420010.000,4805450.000,1592.832
420010.000,4805440.000,1596.622
420010.000,4805510.000,1567.829
420010.000,4805580.000,1548.980
420010.000,4805570.000,1550.394
420010.000,4805590.000,1547.477
420010.000,4805610.000,1547.060
420010.000,4805600.000,1547.336
420010.000,4805530.000,1560.057
420010.000,4805520.000,1564.719
420010.000,4805540.000,1556.920
420010.000,4805560.000,1552.258
420010.000,4805550.000,1554.560
420012.353,4805817.647,1502.633
420014.947,4805405.053,1620.486
420020.000,4805690.000,1538.594
420020.000,4805680.000,1543.381
420020.000,4805700.000,1532.581
420020.000,4805720.000,1523.011
420020.000,4805710.000,1528.545
420020.000,4805640.000,1551.393
420020.000,4805630.000,1551.677
420020.000,4805650.000,1551.694
420020.000,4805670.000,1548.545
420020.000,4805660.000,1551.621
420020.000,4805730.000,1519.310
420020.000,4805800.000,1505.232
420020.000,4805790.000,1505.237
420020.000,4805810.000,1503.235
420020.000,4805819.634,1501.050
420020.000,4805406.365,1620.971
420020.000,4805750.000,1511.307
420020.000,4805740.000,1515.623
420020.000,4805760.000,1508.052
420020.000,4805780.000,1505.069
420020.000,4805770.000,1506.102
420020.000,4805620.000,1551.159
420020.000,4805470.000,1589.089
420020.000,4805460.000,1592.858
420020.000,4805480.000,1584.630
420020.000,4805500.000,1575.095
420020.000,4805490.000,1579.126
420020.000,4805420.000,1612.230
420020.000,4805410.000,1617.547
420020.000,4805430.000,1605.990
420020.000,4805450.000,1596.339
420020.000,4805440.000,1599.792
420020.000,4805510.000,1572.245
420020.000,4805580.000,1554.727
420020.000,4805570.000,1555.646
420020.000,4805590.000,1553.582
420020.000,4805610.000,1548.875
420020.000,4805600.000,1550.633
420020.000,4805530.000,1567.115
420020.000,4805520.000,1569.417
420020.000,4805540.000,1562.844
420020.000,4805560.000,1557.794
420020.000,4805550.000,1560.896
420020.291,4805819.709,1500.968
420021.411,4805820.000,1500.659
420022.886,4805407.114,1620.993
420028.229,4805821.771,1498.397
420030.000,4805700.000,1531.901
420030.000,4805690.000,1536.936
420030.000,4805710.000,1528.922
420030.000,4805730.000,1519.284
420030.000,4805720.000,1525.336
420030.000,4805680.000,1542.548
420030.000,4805640.000,1555.225
420030.000,4805630.000,1555.555
420030.000,4805650.000,1553.766
420030.000,4805670.000,1547.920
420030.000,4805660.000,1551.157
420030.000,4805810.000,1500.993
420030.000,4805800.000,1502.938
420030.000,4805820.000,1498.787
420030.000,4805822.231,1497.729
420030.000,4805408.962,1621.308
420030.000,4805790.000,1503.018
420030.000,4805750.000,1509.531
420030.000,4805740.000,1514.332
420030.000,4805760.000,1506.006
420030.000,4805780.000,1503.594
420030.000,4805770.000,1504.131
420030.000,4805480.000,1588.821
420030.000,4805470.000,1592.422
420030.000,4805490.000,1585.039
420030.000,4805510.000,1577.682
420030.000,4805500.000,1581.133
420030.000,4805460.000,1596.638
420030.000,4805420.000,1614.673
420030.000,4805410.000,1620.360
420030.000,4805430.000,1608.772
420030.000,4805450.000,1599.742
420030.000,4805440.000,1603.740
420030.000,4805590.000,1560.459
420030.000,4805580.000,1561.306
420030.000,4805600.000,1557.918
